Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Grading Lab,Origin
Brilliant Earth,MO9X7OV1,https://www.brilliantearth.com/9x7mm-Super-Premium-Oval-Moissanite-MO9X7OV1/,1190,Oval,2.2,white,,VVS,,Lab Grown
Brilliant Earth,EMLC9X7EC3,https://www.brilliantearth.com/9x7mm-Lab-Grown-Emerald-EMLC9X7EC3/,1790,Emerald,2.05,green,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC8.0RD3,https://www.brilliantearth.com/8mm-Round-Lab-Grown-Ruby-RYLC8.0RD3/,1890,Round,2.7,red,,Eye Clean,,Lab Grown
Brilliant Earth,ALLC9X6PS3,https://www.brilliantearth.com/9x6mm-Color-Change-Pear-Lab-Grown-Alexandrite-ALLC9X6PS3/,1390,Pear,1.62,purple,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ9X7OV3,https://www.brilliantearth.com/9x7mm-Peach-Oval-Morganite-MGMZ9X7OV3/,790,Oval,1.54,peach,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA5.0RD2,https://www.brilliantearth.com/5mm-Premium-Round-Emerald-EMZA5.0RD2/,1650,Round,0.41,green,,Slightly Included,,Lab Grown
Brilliant Earth,AQBZ9X7EC3,https://www.brilliantearth.com/9x7mm-Fine-Emerald-Aquamarine-AQBZ9X7EC3/,1090,Emerald,2.09,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO8.0RD1,https://www.brilliantearth.com/8mm-Super-Premium-Round-Moissanite-MO8.0RD1/,1190,Round,1.64,white,,VVS,,Lab Grown
Brilliant Earth,SBLC9X7OV3,https://www.brilliantearth.com/9x7mm-Blue-Oval-Lab-Grown-Sapphire-SBLC9X7OV3/,1490,Oval,2.6,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO9X7EC1,https://www.brilliantearth.com/9x7mm-Super-Premium-Emerald-Moissanite-MO9X7EC1/,1890,Emerald,2.5,white,,VVS,,Lab Grown
Brilliant Earth,SPINTLC9X7OV3,https://www.brilliantearth.com/9x7mm-Teal-Oval-Lab-Grown-Spinel-SPINTLC9X7OV3/,950,Oval,2.47,teal,,Eye Clean,,Lab Grown
Brilliant Earth,MO8.0CU1,https://www.brilliantearth.com/8mm-Super-Premium-Cushion-Moissanite-MO8.0CU1/,1450,Cushion,2.2,white,,VVS,,Lab Grown
Brilliant Earth,AQBZ8.0RD3,https://www.brilliantearth.com/8mm-Fine-Round-Aquamarine-AQBZ8.0RD3/,950,Round,1.67,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC9X6PS3,https://www.brilliantearth.com/9x6mm-Pear-Lab-Grown-Ruby-RYLC9X6PS3/,1490,Pear,1.9,red,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ9.0RD2,https://www.brilliantearth.com/9mm-Premium-Pink-Round-Morganite-MGBZ9.0RD2/,1250,Round,2.33,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MO11X5.5MQ1,https://www.brilliantearth.com/11x5.5mm-Super-Premium-Marquise-Moissanite-MO11X5.5MQ1/,1290,Marquise,1.27,white,,VVS,,Lab Grown
Brilliant Earth,SBLC8X6EC3,https://www.brilliantearth.com/8x6mm-Blue-Emerald-Lab-Grown-Sapphire-SBLC8X6EC3/,1050,Emerald,1.88,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO10X7PS1,https://www.brilliantearth.com/10x7mm-Super-Premium-Pear-Moissanite-MO10X7PS1/,1550,Pear,2,white,,VVS,,Lab Grown
Brilliant Earth,ALLC7.0RD3,https://www.brilliantearth.com/7mm-Color-Change-Round-Lab-Grown-Alexandrite-ALLC7.0RD3/,1150,Round,1.8,purple,,Eye Clean,,Lab Grown
Brilliant Earth,EMLC10X7OV3,https://www.brilliantearth.com/10x7mm-Oval-Lab-Grown-Emerald-EMLC10X7OV3/,1590,Oval,1.85,green,,Eye Clean,,Lab Grown
Brilliant Earth,SBLC8X5PS3,https://www.brilliantearth.com/8x5mm-Blue-Pear-Lab-Grown-Sapphire-SBLC8X5PS3/,950,Pear,1.18,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO10X8RA1,https://www.brilliantearth.com/10x8mm-Super-Premium-Radiant-Moissanite-MO10X8RA1/,2750,Radiant,3.35,white,,VVS,,Lab Grown
Brilliant Earth,LBTBZ8X6OV3,https://www.brilliantearth.com/8x6mm-London-Blue-Oval-Topaz-LBTBZ8X6OV3/,475,Oval,1.48,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBLC10.0CU3,https://www.brilliantearth.com/10mm-Blue-Cushion-Lab-Grown-Sapphire-SBLC10.0CU3/,2250,Cushion,5.83,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MOG9X7EC3,https://www.brilliantearth.com/9x7mm-Green-Emerald-Moissanite-MOG9X7EC3/,1590,Emerald,2.47,green,,VVS,,Lab Grown
Brilliant Earth,EMLC10X7PS3,https://www.brilliantearth.com/10x7mm-Pear-Lab-Grown-Emerald-EMLC10X7PS3/,1650,Pear,1.59,green,,Eye Clean,,Lab Grown
Brilliant Earth,SBLC8X6RA3,https://www.brilliantearth.com/8x6mm-Blue-Radiant-Lab-Grown-Sapphire-SBLC8X6RA3/,1290,Radiant,1.9,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO14X7MQ1,https://www.brilliantearth.com/14x7mm-Super-Premium-Marquise-Moissanite-MO14X7MQ1/,2150,Marquise,2.56,white,,VVS,,Lab Grown
Brilliant Earth,MGMZ10X8OV3,https://www.brilliantearth.com/10x8mm-Peach-Oval-Morganite-MGMZ10X8OV3/,1050,Oval,1.99,peach,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ9X7OV3,https://www.brilliantearth.com/9x7mm-Fine-Oval-Aquamarine-AQBZ9X7OV3/,890,Oval,1.65,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL7.0RD1,https://www.brilliantearth.com/7mm-Super-Premium-Blue-Round-Sapphire-SBSL7.0RD1/,4290,Round,1.5,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL6X5.9CU3_4,https://www.brilliantearth.com/6x5.9mm-Blue-Cushion-Sapphire-SBSL6X5.9CU3_4/,2400,Cushion,1.26,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO9.0RD1,https://www.brilliantearth.com/9mm-Super-Premium-Round-Moissanite-MO9.0RD1/,1850,Round,2.3,white,,VVS,,Lab Grown
Brilliant Earth,STMT6.0RD3,https://www.brilliantearth.com/6mm-Teal-Round-Montana-Sapphire-STMT6.0RD3/,2550,Round,0.9,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ14.9X12OV2_1,https://www.brilliantearth.com/14.9x12mm-Premium-Oval-Aquamarine-AQBZ14.9X12OV2_1/,6100,Oval,7.96,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SLPLC10X8EC3,https://www.brilliantearth.com/10x8mm-Light-Pink-Emerald-Lab-Grown-Sapphire-SLPLC10X8EC3/,1390,Emerald,4.21,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ8.0CU3,https://www.brilliantearth.com/8mm-Peach-Cushion-Morganite-MGMZ8.0CU3/,850,Cushion,1.75,peach,,Eye Clean,,Lab Grown
Brilliant Earth,MOG7.0RD3,https://www.brilliantearth.com/7mm-Green-Round-Moissanite-MOG7.0RD3/,790,Round,1.15,green,,VVS,,Lab Grown
Brilliant Earth,SBMT5.0RD3_9,https://www.brilliantearth.com/5mm-Blue-Round-Montana-Sapphire-SBMT5.0RD3_9/,2300,Round,0.57,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMCO8.2X8.1CU3_1,https://www.brilliantearth.com/8.2x8.1mm-Cushion-Colombian-Emerald-EMCO8.2X8.1CU3_1/,6850,Cushion,1.89,green,,Slightly Included,,Lab Grown
Brilliant Earth,LBTBZ6.0RD3,https://www.brilliantearth.com/6mm-London-Blue-Round-Topaz-LBTBZ6.0RD3/,325,Round,1,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC6.0RD3,https://www.brilliantearth.com/6mm-Round-Lab-Grown-Ruby-RYLC6.0RD3/,1100,Round,1.21,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT6X4.5OV3_1,https://www.brilliantearth.com/6x4.5mm-Blue-Oval-Montana-Sapphire-SBMT6X4.5OV3_1/,2300,Oval,0.72,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT5.5AC3_2,https://www.brilliantearth.com/5.5mm-Blue-Asscher-Montana-Sapphire-SBMT5.5AC3_2/,2400,Asscher,1.02,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO9.0CU1,https://www.brilliantearth.com/9mm-Super-Premium-Cushion-Moissanite-MO9.0CU1/,1690,Cushion,3.3,white,,VVS,,Lab Grown
Brilliant Earth,STMT5.9HX3_1,https://www.brilliantearth.com/5.9mm-Teal-Hexagon-Montana-Sapphire-STMT5.9HX3_1/,2550,Round,1.13,teal,,Slightly Included,,Lab Grown
Brilliant Earth,AQBZ9.0RD3,https://www.brilliantearth.com/9mm-Fine-Round-Aquamarine-AQBZ9.0RD3/,1050,Round,1.98,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.5CU3_1,https://www.brilliantearth.com/6.5mm-Pink-Cushion-Sapphire-SPSL6.5CU3_1/,3000,Cushion,1.36,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ8.0RD3,https://www.brilliantearth.com/8mm-Peach-Round-Morganite-MGMZ8.0RD3/,790,Round,1.69,peach,,Eye Clean,,Lab Grown
Brilliant Earth,MO7.0RD1,https://www.brilliantearth.com/7mm-Super-Premium-Round-Moissanite-MO7.0RD1/,750,Round,1.25,white,,VVS,,Lab Grown
Brilliant Earth,SBLC8X4OV3_1,https://www.brilliantearth.com/8x4mm-Blue-Oval-Lab-Grown-Sapphire-SBLC8X4OV3_1/,950,Oval,0.77,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA9X7PS3_4,https://www.brilliantearth.com/9x7mm-Pear-Emerald-EMZA9X7PS3_4/,6800,Pear,1.54,green,,Slightly Included,,Lab Grown
Brilliant Earth,TSBBZ8.0CU3,https://www.brilliantearth.com/8mm-Swiss-Blue-Cushion-Topaz-TSBBZ8.0CU3/,490,Cushion,2.68,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC5.5RD3,https://www.brilliantearth.com/5.5mm-Round-Lab-Grown-Ruby-RYLC5.5RD3/,850,Round,0.91,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT5.0RD3_6,https://www.brilliantearth.com/5mm-Blue-Round-Montana-Sapphire-SBMT5.0RD3_6/,2300,Round,0.55,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT6.2X5.5CU3_1,https://www.brilliantearth.com/6.2x5.5mm-Blue-Cushion-Montana-Sapphire-SBMT6.2X5.5CU3_1/,2650,Cushion,1.09,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MOG8.0RD3,https://www.brilliantearth.com/8mm-Green-Round-Moissanite-MOG8.0RD3/,1250,Round,1.64,green,,VVS,,Lab Grown
Brilliant Earth,STMT6.7RD3_8,https://www.brilliantearth.com/6.7mm-Teal-Round-Montana-Sapphire-STMT6.7RD3_8/,3100,Round,1.45,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ16X12OV3,https://www.brilliantearth.com/16x12mm-Oval-Aquamarine-AQBZ16X12OV3/,3290,Oval,5.71,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL7X5EC3,https://www.brilliantearth.com/7x5mm-Pink-Emerald-Sapphire-SPSL7X5EC3/,1210,Emerald,1.25,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ8.0CU3,https://www.brilliantearth.com/8mm-Pink-Cushion-Morganite-MGBZ8.0CU3/,890,Cushion,1.92,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MOGR8.0RD3,https://www.brilliantearth.com/8mm-Gray-Round-Moissanite-MOGR8.0RD3/,890,Round,1.64,other,,VVS,,Lab Grown
Brilliant Earth,SLBLC8.0RD3,https://www.brilliantearth.com/8mm-Light-Blue-Round-Lab-Grown-Sapphire-SLBLC8.0RD3/,1750,Round,2.71,blue,,Eye Clean,,Lab Grown
Brilliant Earth,LBTBZ9.0RD3,https://www.brilliantearth.com/9mm-London-Blue-Round-Topaz-LBTBZ9.0RD3/,550,Round,2,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC7.0RD3,https://www.brilliantearth.com/7mm-Round-Lab-Grown-Ruby-RYLC7.0RD3/,1500,Round,1.83,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL9.2X7.1OV3_2,https://www.brilliantearth.com/9.2x7.1mm-Blue-Oval-Sapphire-SBSL9.2X7.1OV3_2/,7450,Oval,2.84,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBAU7.6X4.8ECU_1,https://www.brilliantearth.com/7.6x4.8mm-Unheated-Blue-Emerald-Australian-Sapphire-SBAU7.6X4.8ECU_1/,1960,Emerald,1.14,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MOG8.0CU3,https://www.brilliantearth.com/8mm-Green-Cushion-Moissanite-MOG8.0CU3/,1450,Cushion,2.4,green,,VVS,,Lab Grown
Brilliant Earth,STMT6.7RD3_7,https://www.brilliantearth.com/6.7x6.6mm-Teal-Round-Montana-Sapphire-STMT6.7RD3_7/,3100,Round,1.56,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ11.0RD3,https://www.brilliantearth.com/11mm-Round-Aquamarine-AQBZ11.0RD3/,2250,Round,4.15,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.6CU3_2,https://www.brilliantearth.com/6.6mm-Pink-Cushion-Sapphire-SPSL6.6CU3_2/,2950,Cushion,1.34,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ11.0RD2,https://www.brilliantearth.com/11mm-Premium-Peach-Round-Morganite-MGMZ11.0RD2/,1390,Round,3.87,peach,,Eye Clean,,Lab Grown
Brilliant Earth,MOCH8.0RD3,https://www.brilliantearth.com/8mm-Champagne-Round-Moissanite-MOCH8.0RD3/,1250,Round,1.89,orange,,VVS,,Lab Grown
Brilliant Earth,SLBLC9X7OV3,https://www.brilliantearth.com/9x7mm-Light-Blue-Oval-Lab-Grown-Sapphire-SLBLC9X7OV3/,1650,Oval,2.6,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA9X7PS3_6,https://www.brilliantearth.com/9x7mm-Pear-Emerald-EMZA9X7PS3_6/,6800,Pear,1.57,green,,Slightly Included,,Lab Grown
Brilliant Earth,TNTZ13.1X9.8CU2_1,https://www.brilliantearth.com/13.1x9.8mm-Premium-Blue-Cushion-Tanzanite-TNTZ13.1X9.8CU2_1/,4750,Cushion,7.59,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC9.0CU3,https://www.brilliantearth.com/9mm-Cushion-Lab-Grown-Ruby-RYLC9.0CU3/,2350,Cushion,4.25,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL5.5RD3_10,https://www.brilliantearth.com/5.5mm-Blue-Round-Sapphire-SBSL5.5RD3_10/,2300,Round,0.86,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL7.3RDU_1,https://www.brilliantearth.com/7.3x7.2mm-Unheated-Parti-Color-Round-Sapphire-SBSL7.3RDU_1/,3700,Round,1.97,blue,,Slightly Included,,Lab Grown
Brilliant Earth,MO8X6OV1,https://www.brilliantearth.com/8x6mm-Super-Premium-Oval-Moissanite-MO8X6OV1/,790,Oval,1.5,white,,VVS,,Lab Grown
Brilliant Earth,STMT6.1X5.8HS3_1,https://www.brilliantearth.com/6.1x5.8mm-Teal-Heart-Montana-Sapphire-STMT6.1X5.8HS3_1/,2450,Heart,1.16,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQMZ11.4X9.2CU3_1,https://www.brilliantearth.com/11.4x9.2mm-Cushion-Premium-Aquamarine-AQMZ11.4X9.2CU3_1/,4500,Cushion,3.67,blue,,Slightly Included,,Lab Grown
Brilliant Earth,SPSL6.1RD3_11,https://www.brilliantearth.com/6.1x6mm-Pink-Round-Sapphire-SPSL6.1RD3_11/,1540,Round,1.07,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ10.0RD2,https://www.brilliantearth.com/10mm-Premium-Pink-Round-Morganite-MGBZ10.0RD2/,1650,Round,3.3,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MO14.0CU1,https://www.brilliantearth.com/14mm-Super-Premium-Cushion-Moissanite-MO14.0CU1/,3400,Cushion,12.39,white,,VVS,,Lab Grown
Brilliant Earth,SBLC8.0RD3,https://www.brilliantearth.com/8mm-Blue-Round-Lab-Grown-Sapphire-SBLC8.0RD3/,1650,Round,2.71,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA7.0RD1,https://www.brilliantearth.com/7mm-Super-Premium-Round-Emerald-EMZA7.0RD1/,4950,Round,1.65,green,,Slightly Included,,Lab Grown
Brilliant Earth,TNTZ12X9.4OV3_1,https://www.brilliantearth.com/12x9.4mm-Blue-Oval-Tanzanite-TNTZ12X9.4OV3_1/,4000,Oval,5,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC9X7RA3,https://www.brilliantearth.com/9x7mm-Radiant-Lab-Grown-Ruby-RYLC9X7RA3/,1600,Radiant,3.21,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT5.7CU3_1,https://www.brilliantearth.com/5.7mm-Parti-Color-Cushion-Montana-Sapphire-SBMT5.7CU3_1/,2500,Cushion,0.96,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBSL7.2RD3_1,https://www.brilliantearth.com/7.2x7.1mm-Blue-Round-Sapphire-SBSL7.2RD3_1/,6400,Round,1.99,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MOY8.0RD3,https://www.brilliantearth.com/8mm-Yellow-Round-Moissanite-MOY8.0RD3/,1250,Round,1.8,yellow,,VVS,,Lab Grown
Brilliant Earth,STSL9X7.7CU3_1,https://www.brilliantearth.com/9x7.7mm-Teal-Cushion-Sapphire-STSL9X7.7CU3_1/,6150,Cushion,4.01,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ7.0RD3,https://www.brilliantearth.com/7mm-Fine-Round-Aquamarine-AQBZ7.0RD3/,750,Round,1.06,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.6RD3_1,https://www.brilliantearth.com/6.6mm-Pink-Round-Sapphire-SPSL6.6RD3_1/,2030,Round,1.32,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ10X8OV2,https://www.brilliantearth.com/10x8mm-Premium-Pink-Oval-Morganite-MGBZ10X8OV2/,990,Oval,2.28,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MO11X9EC1,https://www.brilliantearth.com/11x9mm-Super-Premium-Emerald-Moissanite-MO11X9EC1/,2650,Emerald,4.4,white,,VVS,,Lab Grown
Brilliant Earth,SBLC9.0CU3,https://www.brilliantearth.com/9mm-Blue-Cushion-Lab-Grown-Sapphire-SBLC9.0CU3/,1850,Cushion,4,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA10.9RD3_1,https://www.brilliantearth.com/10.9mm-Round-Emerald-EMZA10.9RD3_1/,14000,Round,4.82,green,,Slightly Included,,Lab Grown
Brilliant Earth,RYLC7.0CU3,https://www.brilliantearth.com/7mm-Cushion-Lab-Grown-Ruby-RYLC7.0CU3/,1550,Cushion,2.19,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBKN5.9RDU_1,https://www.brilliantearth.com/5.9mm-Unheated-Blue-Round-Kenyan-Sapphire-SBKN5.9RDU_1/,2500,Round,0.79,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBAU6.8RD3_1,https://www.brilliantearth.com/6.8x6.7mm-Parti-Color-Round-Australian-Sapphire-SBAU6.8RD3_1/,3150,Round,1.49,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MOGR8X6OV3,https://www.brilliantearth.com/8x6mm-Gray-Oval-Moissanite-MOGR8X6OV3/,850,Oval,1.5,other,,VVS,,Lab Grown
Brilliant Earth,STSL8.7X6.8EC3_1,https://www.brilliantearth.com/8.7x6.8mm-Teal-Emerald-Sapphire-STSL8.7X6.8EC3_1/,3700,Emerald,3.06,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQMZ11.5X9.2CU3_1,https://www.brilliantearth.com/11.5x9.2mm-Cushion-Aquamarine-AQMZ11.5X9.2CU3_1/,3350,Cushion,4,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL7.7X6CU3_1,https://www.brilliantearth.com/7.7x6mm-Pink-Cushion-Sapphire-SPSL7.7X6CU3_1/,1980,Cushion,2.03,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ7.0RD2,https://www.brilliantearth.com/7mm-Premium-Pink-Round-Morganite-MGBZ7.0RD2/,625,Round,0.83,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MOHA8.0RD1,https://www.brilliantearth.com/8mm-Super-Premium-Round-Hearts-and-Arrows-Moissanite-MOHA8.0RD1/,1290,Round,1.64,white,,VVS,,Lab Grown
Brilliant Earth,SBLC12X8OV3,https://www.brilliantearth.com/12x8mm-Blue-Oval-Lab-Grown-Sapphire-SBLC12X8OV3/,2450,Oval,4.75,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMZA10.1X7PS2_1,https://www.brilliantearth.com/10.1x7mm-Premium-Pear-Emerald-EMZA10.1X7PS2_1/,8100,Pear,1.71,green,,Moderately Included,,Lab Grown
Brilliant Earth,SBMT6.1X6HX3_1,https://www.brilliantearth.com/6.1x6mm-Blue-Hexagon-Montana-Sapphire-SBMT6.1X6HX3_1/,2850,Round,1.51,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBAU6.6RDU_1,https://www.brilliantearth.com/6.6mm-Unheated-Parti-Color-Round-Australian-Sapphire-SBAU6.6RDU_1/,3300,Round,1.13,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO12X10OV1,https://www.brilliantearth.com/12x10mm-Super-Premium-Oval-Moissanite-MO12X10OV1/,2950,Oval,4.9,white,,VVS,,Lab Grown
Brilliant Earth,STAU10.0AC2_1,https://www.brilliantearth.com/10mm-Premium-Teal-Asscher-Australian-Sapphire-STAU10.0AC2_1/,6460,Asscher,5.77,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ15.4CU3_1,https://www.brilliantearth.com/15.4mm-Cushion-Aquamarine-AQBZ15.4CU3_1/,7800,Cushion,16.13,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.1X6CUU_1,https://www.brilliantearth.com/6.1x6mm-Unheated-Pink-Cushion-Sapphire-SPSL6.1X6CUU_1/,2580,Cushion,1.18,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ9.0RD3,https://www.brilliantearth.com/9mm-Peach-Round-Morganite-MGMZ9.0RD3/,990,Round,2.74,peach,,Eye Clean,,Lab Grown
Brilliant Earth,MOHA10.0RD1,https://www.brilliantearth.com/10mm-Super-Premium-Round-Hearts-and-Arrows-Moissanite-MOHA10.0RD1/,2390,Round,2.7,white,,VVS,,Lab Grown
Brilliant Earth,SBLC10X7OV3,https://www.brilliantearth.com/10x7mm-Blue-Oval-Lab-Grown-Sapphire-SBLC10X7OV3/,1590,Oval,3.03,blue,,Eye Clean,,Lab Grown
Brilliant Earth,RYLC6.0CU3,https://www.brilliantearth.com/6mm-Cushion-Lab-Grown-Ruby-RYLC6.0CU3/,1350,Cushion,1.38,red,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT6.7RDU_1,https://www.brilliantearth.com/6.7mm-Unheated-Blue-Round-Montana-Sapphire-SBMT6.7RDU_1/,4500,Round,1.43,blue,,Slightly Included,,Lab Grown
Brilliant Earth,SBSL7.5RD3_11,https://www.brilliantearth.com/7.5mm-Blue-Round-Sapphire-SBSL7.5RD3_11/,5350,Round,1.95,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO11X9OV1,https://www.brilliantearth.com/11x9mm-Super-Premium-Oval-Moissanite-MO11X9OV1/,2390,Oval,3.72,white,,VVS,,Lab Grown
Brilliant Earth,STMT6.4X6.3AC3_1,https://www.brilliantearth.com/6.4x6.3mm-Teal-Asscher-Montana-Sapphire-STMT6.4X6.3AC3_1/,2670,Asscher,1.38,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ13.9X13.6CU3_1,https://www.brilliantearth.com/13.9x13.6mm-Cushion-Aquamarine-AQBZ13.9X13.6CU3_1/,6500,Cushion,11.73,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.0CU3_4,https://www.brilliantearth.com/6mm-Pink-Cushion-Sapphire-SPSL6.0CU3_4/,1390,Cushion,1.17,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGBZ5.0RD2,https://www.brilliantearth.com/5mm-Premium-Pink-Round-Morganite-MGBZ5.0RD2/,290,Round,0.43,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MOBL7.0RD3,https://www.brilliantearth.com/7mm-Black-Round-Moissanite-MOBL7.0RD3/,790,Round,1.25,other,,None,,Lab Grown
Brilliant Earth,SBLC10X8OV3,https://www.brilliantearth.com/10x8mm-Blue-Oval-Lab-Grown-Sapphire-SBLC10X8OV3/,1750,Oval,3.8,blue,,Eye Clean,,Lab Grown
Brilliant Earth,EMCO7.2X6.6AC3_1,https://www.brilliantearth.com/7.2x6.6mm-Asscher-Colombian-Emerald-EMCO7.2X6.6AC3_1/,4400,Asscher,1.4,green,,Slightly Included,,Lab Grown
Brilliant Earth,TNTZ11.8X9.5OV3_1,https://www.brilliantearth.com/11.8x9.5mm-Blue-Oval-Tanzanite-TNTZ11.8X9.5OV3_1/,4150,Oval,5.18,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SBMT6.6X5.9CU3_1,https://www.brilliantearth.com/6.6x5.9mm-Parti-Color-Cushion-Montana-Sapphire-SBMT6.6X5.9CU3_1/,3000,Cushion,1.59,blue,,Slightly Included,,Lab Grown
Brilliant Earth,SBAU7.7RD3_1,https://www.brilliantearth.com/7.7x7.6mm-Parti-Color-Round-Australian-Sapphire-SBAU7.7RD3_1/,3500,Round,1.9,blue,,Eye Clean,,Lab Grown
Brilliant Earth,MO6.5RD1,https://www.brilliantearth.com/6.5mm-Super-Premium-Round-Moissanite-MO6.5RD1/,575,Round,0.91,white,,VVS,,Lab Grown
Brilliant Earth,STKN6.8X5CUU_1,https://www.brilliantearth.com/6.8x5mm-Unheated-Teal-Cushion-Kenyan-Sapphire-STKN6.8X5CUU_1/,2700,Cushion,1.07,teal,,Eye Clean,,Lab Grown
Brilliant Earth,AQBZ6.0RD3,https://www.brilliantearth.com/6mm-Fine-Round-Aquamarine-AQBZ6.0RD3/,590,Round,0.75,blue,,Eye Clean,,Lab Grown
Brilliant Earth,SPSL6.7X4.9OV3_1,https://www.brilliantearth.com/6.7x4.9mm-Pink-Oval-Sapphire-SPSL6.7X4.9OV3_1/,2200,Oval,1.01,pink,,Eye Clean,,Lab Grown
Brilliant Earth,MGMZ9X6PS3,https://www.brilliantearth.com/9x6mm-Peach-Pear-Morganite-MGMZ9X6PS3/,690,Pear,1.19,peach,,Eye Clean,,Lab Grown
Brilliant Earth,MO15.0CU1,https://www.brilliantearth.com/15mm-Super-Premium-Cushion-Moissanite-MO15.0CU1/,4190,Cushion,14.88,white,,VVS,,Lab Grown
Brilliant Earth,SBLC6.0RD3,https://www.brilliantearth.com/6mm-Blue-Round-Lab-Grown-Sapphire-SBLC6.0RD3/,690,Round,1.17,blue,,Eye Clean,,Lab Grown
