Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Fluorescence,Polish Grade,Symmetry Grade,Depth (%),Table,Girdle,Culet,Width,Height,Depth,Grading Lab,Grading Certificate ID,Grading Link,Origin,360 Video Link
Brilliant Earth,16647000A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476434/,440,Heart,0.47,G,Ideal,SI1,None,Excellent,Excellent,59.1,60,Thick,None,5.36,4.74,3.17,GIA,5543067349,https://www.gia.edu/report-check?reportno=5543067349,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543067349&surl=//image.brilliantearth.com/media/v360/&version=18
Brilliant Earth,16567234A,https://www.brilliantearth.com/loose-diamonds/view_detail/76473117/,440,Princess,0.35,F,Ideal,VS2,None,Excellent,Good,71.1,73,Thin - Slightly Thick,None,3.96,3.88,2.76,GIA,6545009259,https://www.gia.edu/report-check?reportno=6545009259,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6545009259&surl=//image.brilliantearth.com/media/v360/&version=16
Brilliant Earth,13812386Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76194600/,440,Emerald,0.34,E,Ideal,VVS2,None,Excellent,Very Good,65.7,69,Slightly Thick - Thick,None,4.81,3.35,2.2,GIA,2516145188,https://www.gia.edu/report-check?reportno=2516145188,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2516145188&surl=//image.brilliantearth.com/media/v360/&version=18
Brilliant Earth,18143544Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76047738/,440,Pear,0.32,F,Ideal,VVS1,None,Excellent,Very Good,62.2,63,Slightly Thick - Thick,None,5.79,3.85,2.4,GIA,3515535329,https://www.gia.edu/report-check?reportno=3515535329,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=3515535329&surl=//image.brilliantearth.com/media/v360/&version=16
Brilliant Earth,13693811A,https://www.brilliantearth.com/loose-diamonds/view_detail/76240889/,440,Oval,0.3,I,Very Good,VVS2,Faint,Good,Good,61.7,62,Medium - Very Thick,None,5.71,3.67,2.26,GIA,6512744463,https://www.gia.edu/report-check?reportno=6512744463,Mined,
Brilliant Earth,17759227Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75848088/,440,Cushion,0.5,I,Very Good,VS1,None,Excellent,Excellent,68.5,62,Slightly Thick - Extremely Thick,None,4.61,4.46,3.05,GIA,6542214762,https://www.gia.edu/report-check?reportno=6542214762,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542214762&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,16834314A,https://www.brilliantearth.com/loose-diamonds/view_detail/75858478/,440,Emerald,0.3,G,Ideal,VVS1,None,Very Good,Very Good,66.1,71,Slightly Thick - Thick,,4.64,3.17,2.09,GIA,6541117538,https://www.gia.edu/report-check?reportno=6541117538,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6541117538&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,17828517Y,https://www.brilliantearth.com/loose-diamonds/view_detail/74280209/,440,Pear,0.3,E,Ideal,VVS1,None,Excellent,Very Good,63.3,62,Slightly Thick - Thick,None,5.66,3.77,2.39,GIA,7511409254,https://www.gia.edu/report-check?reportno=7511409254,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7511409254&surl=//image.brilliantearth.com/media/v360/&version=24
Brilliant Earth,17663079Y,https://www.brilliantearth.com/loose-diamonds/view_detail/73563951/,440,Cushion,0.5,D,Super Ideal,SI1,Strong,Excellent,Excellent,67.7,60,Medium - Thick,,4.49,4.45,3.02,GIA,7546370657,https://www.gia.edu/report-check?reportno=7546370657,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7546370657&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17458238Y,https://www.brilliantearth.com/loose-diamonds/view_detail/72024485/,440,Radiant,0.4,I,Ideal,SI1,None,Excellent,Very Good,67.9,66,Medium - Slightly Thick,,5.1,3.73,2.53,GIA,6532965663,https://www.gia.edu/report-check?reportno=6532965663,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6532965663&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,13825131Y,https://www.brilliantearth.com/loose-diamonds/view_detail/70473000/,440,Emerald,0.45,E,Ideal,SI1,None,Excellent,Very Good,63.9,67,Slightly Thick - Thick,None,5.23,3.76,2.4,GIA,5493125107,https://www.gia.edu/report-check?reportno=5493125107,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5493125107&surl=//image.brilliantearth.com/media/v360/&version=43
Brilliant Earth,15117693Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50985469/,440,Round,0.46,J,Ideal,VS1,Faint,Excellent,Very Good,59.7,61,Medium - Slightly Thick,None,5.01,4.97,2.98,GIA,2517321931,https://www.gia.edu/report-check?reportno=2517321931,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2517321931&surl=//image.brilliantearth.com/media/v360/&version=24
Brilliant Earth,13822152Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50985325/,440,Oval,0.31,E,Ideal,VS1,None,Excellent,Very Good,62,61,Thin - Thick,None,5.29,3.91,2.43,GIA,7506088137,https://www.gia.edu/report-check?reportno=7506088137,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7506088137&surl=//image.brilliantearth.com/media/v360/&version=42
Brilliant Earth,16625934Y,https://www.brilliantearth.com/loose-diamonds/view_detail/61663545/,440,Marquise,0.3,H,Ideal,VVS2,Faint,Very Good,Very Good,63.5,60,Medium - Very Thick,None,6.54,3.54,2.25,GIA,2536575055,https://www.gia.edu/report-check?reportno=2536575055,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2536575055&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,5241537Y,https://www.brilliantearth.com/loose-diamonds/view_detail/12761216/,440,Round,0.3,J,Ideal,VVS2,None,Excellent,Very Good,62.8,55,Thin - Slightly Thick,None,4.28,4.24,2.67,GIA,6385190135,https://www.gia.edu/report-check?reportno=6385190135,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6385190135&surl=//image.brilliantearth.com/media/v360/&version=375
Brilliant Earth,17299807A,https://www.brilliantearth.com/loose-diamonds/view_detail/75387360/,440,Round,0.3,I,Very Good,VS1,Faint,Excellent,Very Good,58.1,63,Medium - Thick,None,4.39,4.36,2.54,GIA,5546488379,https://www.gia.edu/report-check?reportno=5546488379,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546488379&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,16463448A,https://www.brilliantearth.com/loose-diamonds/view_detail/76721356/,440,Round,0.37,G,Super Ideal,VS2,None,Excellent,Excellent,62.3,57,Medium - Slightly Thick,None,4.6,4.58,2.86,GIA,6535381835,https://www.gia.edu/report-check?reportno=6535381835,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6535381835&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,15738721A,https://www.brilliantearth.com/loose-diamonds/view_detail/75713504/,440,Round,0.3,J,Good,VVS2,Medium,Excellent,Very Good,60.5,67,Thick - Very Thick,None,4.28,4.26,2.59,GIA,6532371726,https://www.gia.edu/report-check?reportno=6532371726,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6532371726&surl=//image.brilliantearth.com/media/v360/&version=16
Brilliant Earth,18053523A,https://www.brilliantearth.com/loose-diamonds/view_detail/75701469/,440,Pear,0.34,G,Ideal,VVS1,None,Excellent,Very Good,62.1,61,Thick - Very Thick,None,5.67,4.06,2.52,GIA,5546767092,https://www.gia.edu/report-check?reportno=5546767092,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546767092&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17698465A,https://www.brilliantearth.com/loose-diamonds/view_detail/73900526/,440,Round,0.37,D,Super Ideal,SI1,None,Excellent,Excellent,63.3,56,Medium - Slightly Thick,None,4.56,4.54,2.88,GIA,2544655962,https://www.gia.edu/report-check?reportno=2544655962,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2544655962&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,13537621A,https://www.brilliantearth.com/loose-diamonds/view_detail/76540050/,440,Round,0.42,E,Super Ideal,SI2,None,Excellent,Excellent,62.9,55,Thin - Medium,None,4.81,4.77,3.02,GIA,7511658521,https://www.gia.edu/report-check?reportno=7511658521,Mined,
Brilliant Earth,15539083A,https://www.brilliantearth.com/loose-diamonds/view_detail/76540062/,440,Pear,0.37,G,Ideal,VS2,None,Excellent,Excellent,65,62,Thick - Very Thick,None,5.8,3.99,2.59,GIA,3535159251,https://www.gia.edu/report-check?reportno=3535159251,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=3535159251&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,18464570A,https://www.brilliantearth.com/loose-diamonds/view_detail/76819600/,440,Round,0.35,J,Super Ideal,VVS1,Medium,Excellent,Excellent,60.5,59,Medium - Slightly Thick,None,4.57,4.55,2.76,GIA,5543929482,https://www.gia.edu/report-check?reportno=5543929482,Mined,
Brilliant Earth,18464075A,https://www.brilliantearth.com/loose-diamonds/view_detail/76819118/,440,Round,0.34,I,Very Good,VVS1,Faint,Excellent,Excellent,62.2,56,Medium - Slightly Thick,None,4.48,4.47,2.78,GIA,6542926540,https://www.gia.edu/report-check?reportno=6542926540,Mined,
Brilliant Earth,18458817A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782189/,440,Round,0.36,G,Very Good,VS1,None,Excellent,Excellent,62.4,57,"Med_To_Stk, Faceted",None,4.55,4.53,2.83,GIA,6541659812,https://www.gia.edu/report-check?reportno=6541659812,Mined,
Brilliant Earth,18458997A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782215/,440,Round,0.4,H,Super Ideal,VS2,Faint,Excellent,Excellent,62,57,"Medium, Faceted",None,4.75,4.72,2.94,GIA,7542728630,https://www.gia.edu/report-check?reportno=7542728630,Mined,
Brilliant Earth,18458702A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782277/,440,Round,0.35,H,Super Ideal,VS1,None,Excellent,Excellent,61.9,57,"Medium, Faceted",None,4.54,4.52,2.8,GIA,6541661360,https://www.gia.edu/report-check?reportno=6541661360,Mined,
Brilliant Earth,18458838A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782344/,440,Round,0.35,H,Super Ideal,VS1,None,Excellent,Excellent,62,58,"Med_To_Stk, Faceted",None,4.52,4.5,2.79,GIA,6541728980,https://www.gia.edu/report-check?reportno=6541728980,Mined,
Brilliant Earth,18458801A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782501/,440,Round,0.32,F,Super Ideal,VVS2,None,Excellent,Excellent,61.9,58,"Med_To_Stk, Faceted",None,4.39,4.37,2.71,GIA,7541727870,https://www.gia.edu/report-check?reportno=7541727870,Mined,
Brilliant Earth,18455392A,https://www.brilliantearth.com/loose-diamonds/view_detail/76778160/,440,Round,0.25,F,Super Ideal,SI2,None,Excellent,Excellent,62.3,57,Medium - Slightly Thick,None,4.06,4.04,2.53,GIA,5546939404,https://www.gia.edu/report-check?reportno=5546939404,Mined,
Brilliant Earth,18471234A,https://www.brilliantearth.com/loose-diamonds/view_detail/76840969/,440,Round,0.32,I,Super Ideal,IF,None,Excellent,Excellent,62.1,57,"Medium, Faceted",None,4.38,4.37,2.72,GIA,2547830164,https://www.gia.edu/report-check?reportno=2547830164,Mined,
Brilliant Earth,17524407A,https://www.brilliantearth.com/loose-diamonds/view_detail/76778064/,450,Marquise,0.3,E,Very Good,VS1,Faint,Very Good,Very Good,59.9,61,Medium - Very Thick,None,6.71,3.52,2.11,GIA,6545583399,https://www.gia.edu/report-check?reportno=6545583399,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6545583399&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18347117A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566515/,450,Oval,0.3,E,Very Good,SI2,None,Very Good,Good,62.8,60,Medium - Very Thick,None,5.22,3.74,2.35,GIA,6541919618,https://www.gia.edu/report-check?reportno=6541919618,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6541919618&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347789A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566201/,450,Round,0.32,D,Super Ideal,VS1,Medium,Excellent,Excellent,62.1,57,"Med_To_Stk, Faceted",None,4.41,4.39,2.73,GIA,1547733250,https://www.gia.edu/report-check?reportno=1547733250,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1547733250&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17311133A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566774/,450,Heart,0.4,H,Ideal,VS1,None,Excellent,Very Good,57.6,57,Medium - Very Thick,None,5.18,4.46,2.98,GIA,2548489223,https://www.gia.edu/report-check?reportno=2548489223,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2548489223&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,18347811A,https://www.brilliantearth.com/loose-diamonds/view_detail/76569066/,450,Round,0.4,D,Very Good,VS2,Strong,Very Good,Very Good,64.1,57,Slightly Thick - Thick,None,4.63,4.62,2.96,GIA,5496822948,https://www.gia.edu/report-check?reportno=5496822948,Mined,
Brilliant Earth,18347836A,https://www.brilliantearth.com/loose-diamonds/view_detail/76568821/,450,Cushion,0.3,H,Ideal,VVS2,Faint,Very Good,Very Good,69.8,64,"Medium - Thick, Faceted",None,3.94,3.74,2.61,GIA,5232733195,https://www.gia.edu/report-check?reportno=5232733195,Mined,
Brilliant Earth,17110500A,https://www.brilliantearth.com/loose-diamonds/view_detail/76481703/,450,Princess,0.35,F,Ideal,VVS2,None,Excellent,Very Good,73.1,72,Thin - Slightly Thick,None,3.91,3.85,2.81,GIA,6542364884,https://www.gia.edu/report-check?reportno=6542364884,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542364884&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,18004430A,https://www.brilliantearth.com/loose-diamonds/view_detail/76482924/,450,Pear,0.3,E,Ideal,SI1,None,Very Good,Very Good,61,59,Medium - Very Thick,None,6,3.66,2.23,GIA,5543770445,https://www.gia.edu/report-check?reportno=5543770445,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543770445&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18080615A,https://www.brilliantearth.com/loose-diamonds/view_detail/76483579/,450,Emerald,0.31,F,Very Good,VS2,None,Very Good,Good,65.6,69,Medium - Slightly Thick,None,4.63,3.26,2.14,GIA,6541818168,https://www.gia.edu/report-check?reportno=6541818168,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6541818168&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17223624A,https://www.brilliantearth.com/loose-diamonds/view_detail/76484045/,450,Heart,0.4,I,Ideal,VS1,None,Excellent,Excellent,59.5,58,Medium - Very Thick,None,5.17,4.42,3.07,GIA,2546438035,https://www.gia.edu/report-check?reportno=2546438035,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2546438035&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,15665666A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476306/,450,Heart,0.29,G,Good,VS1,None,Good,Good,59.9,59,Medium - Very Thick,None,4.6,3.92,2.76,GIA,5231692190,https://www.gia.edu/report-check?reportno=5231692190,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5231692190&surl=//image.brilliantearth.com/media/v360/&version=34
Brilliant Earth,16941467A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476316/,450,Princess,0.31,F,Ideal,VVS1,None,Excellent,Very Good,72.6,72,Slightly Thick - Thick,None,3.71,3.65,2.65,GIA,2547292853,https://www.gia.edu/report-check?reportno=2547292853,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547292853&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,16873215A,https://www.brilliantearth.com/loose-diamonds/view_detail/76478883/,450,Princess,0.33,E,Ideal,VS1,None,Excellent,Very Good,69.8,72,Medium - Thick,None,3.92,3.84,2.68,GIA,7546251284,https://www.gia.edu/report-check?reportno=7546251284,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7546251284&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,17042996A,https://www.brilliantearth.com/loose-diamonds/view_detail/76477884/,450,Heart,0.36,G,Ideal,VS1,None,Excellent,Very Good,59.5,59,Medium - Thick,None,4.87,4.27,2.9,GIA,6542331252,https://www.gia.edu/report-check?reportno=6542331252,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542331252&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18123771A,https://www.brilliantearth.com/loose-diamonds/view_detail/76485252/,450,Heart,0.35,E,Very Good,SI1,None,Very Good,Very Good,58.6,58,Slightly Thick - Extremely Thick,None,4.78,4.21,2.8,GIA,6545837887,https://www.gia.edu/report-check?reportno=6545837887,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6545837887&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17185974A,https://www.brilliantearth.com/loose-diamonds/view_detail/76474354/,450,Heart,0.4,I,Very Good,VVS2,None,Very Good,Good,57.5,62,Very Thin - Thick,None,5.08,4.65,2.92,GIA,6541397133,https://www.gia.edu/report-check?reportno=6541397133,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6541397133&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,17591466A,https://www.brilliantearth.com/loose-diamonds/view_detail/76474181/,450,Emerald,0.41,G,Very Good,VS2,None,Very Good,Good,66.4,67,Thin - Thick,None,5.06,3.58,2.38,GIA,5543611362,https://www.gia.edu/report-check?reportno=5543611362,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543611362&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,17202939A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517389/,450,Round,0.33,E,Super Ideal,VS1,None,Excellent,Excellent,61.8,57,"Med_To_Stk, Faceted",None,4.43,4.42,2.74,GIA,5546094628,https://www.gia.edu/report-check?reportno=5546094628,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546094628&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17383480A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517732/,450,Round,0.36,H,Super Ideal,VS1,None,Excellent,Excellent,60.6,58,"Thn_To_Med, Faceted",None,4.64,4.62,2.81,GIA,2547321304,https://www.gia.edu/report-check?reportno=2547321304,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547321304&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17866931A,https://www.brilliantearth.com/loose-diamonds/view_detail/76516135/,450,Round,0.44,I,Ideal,SI1,None,Excellent,Very Good,62,57,"Medium, Faceted",None,4.9,4.87,3.03,GIA,2548576039,https://www.gia.edu/report-check?reportno=2548576039,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2548576039&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18085429A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518850/,450,Round,0.41,I,Super Ideal,VS2,Medium,Excellent,Excellent,60.3,60,"Medium, Faceted",None,4.83,4.81,2.91,GIA,5543657968,https://www.gia.edu/report-check?reportno=5543657968,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543657968&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17299565A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518715/,450,Round,0.33,E,Super Ideal,VS1,None,Excellent,Excellent,60.9,59,"Medium, Faceted",None,4.46,4.44,2.71,GIA,7542321274,https://www.gia.edu/report-check?reportno=7542321274,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7542321274&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18014904A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517890/,450,Round,0.34,F,Ideal,VVS2,None,Very Good,Excellent,62,57,"Med_To_Stk, Faceted",None,4.49,4.48,2.78,GIA,6545569420,https://www.gia.edu/report-check?reportno=6545569420,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6545569420&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16368311A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515225/,450,Round,0.33,E,Super Ideal,VS1,None,Excellent,Excellent,61.8,58,"Medium, Faceted",None,4.46,4.43,2.75,GIA,6531677110,https://www.gia.edu/report-check?reportno=6531677110,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6531677110&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16706244A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515362/,450,Round,0.33,E,Super Ideal,VS1,None,Excellent,Excellent,61.6,58,"Thin - Slightly Thick, Faceted",None,4.46,4.45,2.74,GIA,7532906309,https://www.gia.edu/report-check?reportno=7532906309,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7532906309&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16313857A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515270/,450,Round,0.44,I,Super Ideal,VS1,Faint,Excellent,Excellent,61.9,57,"Med_To_Stk, Faceted",None,4.89,4.87,3.02,GIA,2538252819,https://www.gia.edu/report-check?reportno=2538252819,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2538252819&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,8136011A,https://www.brilliantearth.com/loose-diamonds/view_detail/76513019/,450,Round,0.31,D,Super Ideal,VVS2,Very Strong,Excellent,Excellent,62.4,58,"Medium - Slightly Thick, Faceted",None,4.33,4.3,2.69,GIA,1477601051,https://www.gia.edu/report-check?reportno=1477601051,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1477601051&surl=//image.brilliantearth.com/media/v360/&version=55
Brilliant Earth,14391178A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512963/,450,Round,0.41,I,Super Ideal,VVS2,Faint,Excellent,Excellent,62.1,57,"Medium, Faceted",None,4.78,4.75,2.96,GIA,6525088314,https://www.gia.edu/report-check?reportno=6525088314,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6525088314&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,17203551A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512220/,450,Round,0.33,F,Super Ideal,VVS2,None,Excellent,Excellent,61.3,57,"Thn_To_Med, Faceted",None,4.46,4.44,2.73,GIA,1543119323,https://www.gia.edu/report-check?reportno=1543119323,Mined,
Brilliant Earth,17641322A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512242/,450,Round,0.29,F,Ideal,VVS2,None,Very Good,Very Good,61.1,60,"Med_To_Stk, Faceted",None,4.24,4.23,2.59,GIA,2547319852,https://www.gia.edu/report-check?reportno=2547319852,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547319852&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16312520A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512540/,450,Round,0.38,E,Super Ideal,SI2,None,Excellent,Excellent,62.3,58,"Med_To_Stk, Faceted",None,4.64,4.61,2.88,GIA,7536097268,https://www.gia.edu/report-check?reportno=7536097268,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7536097268&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17866692A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512403/,450,Round,0.31,E,Super Ideal,VVS2,None,Excellent,Excellent,60.6,58,"Thn_To_Med, Faceted",None,4.42,4.41,2.68,GIA,1548580133,https://www.gia.edu/report-check?reportno=1548580133,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1548580133&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,13825687Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76194707/,450,Emerald,0.33,D,Ideal,VVS1,None,Very Good,Excellent,60.7,66,Thin - Medium,None,4.88,3.4,2.06,GIA,6515353291,https://www.gia.edu/report-check?reportno=6515353291,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515353291&surl=//image.brilliantearth.com/media/v360/&version=18
Brilliant Earth,18143534Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76047701/,450,Oval,0.32,E,Ideal,VVS1,Medium,Excellent,Very Good,63.2,62,Medium - Thick,None,5.3,3.92,2.48,GIA,2516394255,https://www.gia.edu/report-check?reportno=2516394255,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2516394255&surl=//image.brilliantearth.com/media/v360/&version=24
Brilliant Earth,16825536A,https://www.brilliantearth.com/loose-diamonds/view_detail/73995327/,450,Pear,0.3,H,Ideal,VVS1,Strong,Excellent,Very Good,63.4,63,Slightly Thick - Very Thick,None,5.7,3.79,2.4,GIA,7548221260,https://www.gia.edu/report-check?reportno=7548221260,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7548221260&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,15738324A,https://www.brilliantearth.com/loose-diamonds/view_detail/73995867/,450,Emerald,0.32,I,Ideal,VVS1,None,Excellent,Very Good,66.7,65,Thin - Medium,None,4.6,3.4,2.27,GIA,2536371023,https://www.gia.edu/report-check?reportno=2536371023,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2536371023&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,17828529Y,https://www.brilliantearth.com/loose-diamonds/view_detail/74280234/,450,Emerald,0.4,H,Ideal,VVS1,None,Excellent,Very Good,66.9,68,Slightly Thick - Thick,None,4.85,3.56,2.39,GIA,2517412540,https://www.gia.edu/report-check?reportno=2517412540,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2517412540&surl=//image.brilliantearth.com/media/v360/&version=30
